Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP,5,5/590,172/17849,0.8048479397801424,228775/230233/17909/319930/12028,Trib3/Elp1/Myo10/Ceacam19/Bax,ENSMUSG00000032715/ENSMUSG00000028431/ENSMUSG00000022272/ENSMUSG00000049848/ENSMUSG00000003873,C7
GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_DN,6,6/590,206/17849,0.8081316744628649,16177/16000/14255/14276/27361/20947,Il1r1/Igf1/Flt3/Folr2/Msrb1/Swap70,ENSMUSG00000026072/ENSMUSG00000020053/ENSMUSG00000042817/ENSMUSG00000032725/ENSMUSG00000075705/ENSMUSG00000031015,C7
GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA2_STIM_CD8_TCELL_UP,6,6/590,206/17849,0.8081316744628649,54219/67092/235627/17215/229473/218490,Cd320/Gatm/Nbeal2/Mcm3/Tmem131l/Btf3,ENSMUSG00000002308/ENSMUSG00000027199/ENSMUSG00000056724/ENSMUSG00000041859/ENSMUSG00000033767/ENSMUSG00000021660,C7
GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_DN,6,6/590,206/17849,0.8081316744628649,268297/77579/16000/108954/18129/69186,Scml4/Myh10/Igf1/Ppp1r15b/Notch2/Tmem256,ENSMUSG00000044770/ENSMUSG00000020900/ENSMUSG00000020053/ENSMUSG00000046062/ENSMUSG00000027878/ENSMUSG00000070394,C7
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN,6,6/590,206/17849,0.8081316744628649,235431/240753/73246/20510/16190/17250,Coro2b/Plekha6/Rassf6/Slc1a1/Il4ra/Abcc1,ENSMUSG00000041729/ENSMUSG00000041757/ENSMUSG00000029370/ENSMUSG00000024935/ENSMUSG00000030748/ENSMUSG00000023088,C7
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_UP,6,6/590,206/17849,0.8081316744628649,19883/13548/234776/19303/57294/67530,Rora/Dyrk1a/Atmin/Pxn/Rps27/Uqcrb,ENSMUSG00000032238/ENSMUSG00000022897/ENSMUSG00000047388/ENSMUSG00000029528/ENSMUSG00000090733/ENSMUSG00000021520,C7
GSE3982_MAST_CELL_VS_TH1_DN,6,6/590,206/17849,0.8081316744628649,52855/77579/93694/18813/54709/16561,Lair1/Myh10/Clec2d/Pa2g4/Eif3i/Kif1b,ENSMUSG00000055541/ENSMUSG00000020900/ENSMUSG00000030157/ENSMUSG00000025364/ENSMUSG00000028798/ENSMUSG00000063077,C7
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_UP,5,5/590,173/17849,0.8087250506835908,20304/66222/11816/12484/69550,Ccl5/Serpinb1a/Apoe/Cd24a/Bst2,ENSMUSG00000035042/ENSMUSG00000044734/ENSMUSG00000002985/ENSMUSG00000047139/ENSMUSG00000046718,C7
GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN,5,5/590,173/17849,0.8087250506835908,15567/381280/79362/13135/76933,Slc6a4/Hjurp/Bhlhe41/Dad1/Ifi27l2a,ENSMUSG00000020838/ENSMUSG00000044783/ENSMUSG00000030256/ENSMUSG00000022174/ENSMUSG00000079017,C7
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD4_TCELL_DN,5,5/590,173/17849,0.8087250506835908,121021/20910/13819/108832/12561,Cspg4/Stxbp1/Epas1/Tmem74b/Cdh4,ENSMUSG00000032911/ENSMUSG00000026797/ENSMUSG00000024140/ENSMUSG00000044364/ENSMUSG00000000305,C7
GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP,5,5/590,173/17849,0.8087250506835908,20725/12481/72141/20848/56386,Serpinb8/Cd2/Adpgk/Stat3/B4galt6,ENSMUSG00000026315/ENSMUSG00000027863/ENSMUSG00000025236/ENSMUSG00000004040/ENSMUSG00000056124,C7
GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_DN,6,6/590,207/17849,0.811878583025254,11492/14199/246256/23807/208795/56030,Adam19/Fhl1/Fcgr4/Arih2/Tmem63a/Tmem131,ENSMUSG00000011256/ENSMUSG00000023092/ENSMUSG00000059089/ENSMUSG00000064145/ENSMUSG00000026519/ENSMUSG00000026116,C7
GSE21546_WT_VS_ELK1_KO_DP_THYMOCYTES_DN,6,6/590,207/17849,0.811878583025254,15001/110310/56434/79566/278304/217664,H2-Oa/Krt7/Tspan3/Sh3bp5l/Zfp385c/Mgat2,ENSMUSG00000024334/ENSMUSG00000023039/ENSMUSG00000032324/ENSMUSG00000013646/ENSMUSG00000014198/ENSMUSG00000043998,C7
GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP,6,6/590,207/17849,0.811878583025254,104759/66222/71069/75617/246256/53311,Pld4/Serpinb1a/Stox2/Rps25/Fcgr4/Mybph,ENSMUSG00000052160/ENSMUSG00000044734/ENSMUSG00000038143/ENSMUSG00000009927/ENSMUSG00000059089/ENSMUSG00000042451,C7
GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP,6,6/590,207/17849,0.811878583025254,12774/16419/59024/99371/16332/17966,Ccr5/Itgb5/Med12/Arfgef2/Inppl1/Nbr1,ENSMUSG00000079227/ENSMUSG00000022817/ENSMUSG00000079487/ENSMUSG00000074582/ENSMUSG00000032737/ENSMUSG00000017119,C7
GSE1112_OT1_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN,5,5/590,174/17849,0.812721823315043,140792/21887/12010/20970/269252,Colec12/Tle3/B2m/Sdc3/Gtf3c4,ENSMUSG00000036103/ENSMUSG00000032280/ENSMUSG00000060802/ENSMUSG00000025743/ENSMUSG00000035666,C7
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_UP,5,5/590,174/17849,0.812721823315043,17427/16000/329739/19207/319930,Mns1/Igf1/Fam102b/Ptch2/Ceacam19,ENSMUSG00000032221/ENSMUSG00000020053/ENSMUSG00000040339/ENSMUSG00000028681/ENSMUSG00000049848,C7
GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP,5,5/590,174/17849,0.812721823315043,236539/17427/67053/544717/53902,Phgdh/Mns1/Rpp14/1190007I07Rik/Rcan3,ENSMUSG00000053398/ENSMUSG00000032221/ENSMUSG00000023156/ENSMUSG00000063320/ENSMUSG00000059713,C7
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_UP,5,5/590,174/17849,0.812721823315043,54473/12774/64381/30805/11658,Tollip/Ccr5/Ms4a8a/Slc22a4/Alcam,ENSMUSG00000025139/ENSMUSG00000079227/ENSMUSG00000024730/ENSMUSG00000020334/ENSMUSG00000022636,C7
GSE45365_NK_CELL_VS_BCELL_DN,5,5/590,174/17849,0.812721823315043,15925/218793/217304/16177/258832,Ide/Ube2e2/Cd300lb/Il1r1/Olfr109,ENSMUSG00000056999/ENSMUSG00000058317/ENSMUSG00000063193/ENSMUSG00000026072/ENSMUSG00000029184,C7
GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_UP,6,6/590,208/17849,0.8151649974336956,12608/18186/27053/16162/20969/17909,Cebpb/Nrp1/Asns/Il12rb2/Sdc1/Myo10,ENSMUSG00000056501/ENSMUSG00000025810/ENSMUSG00000029752/ENSMUSG00000018341/ENSMUSG00000020592/ENSMUSG00000022272,C7
GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_DN,6,6/590,208/17849,0.8151649974336956,14733/12608/18518/12334/20926/75901,Gpc1/Cebpb/Igbp1/Capn2/Supt6/Dcp1a,ENSMUSG00000034220/ENSMUSG00000056501/ENSMUSG00000031221/ENSMUSG00000026509/ENSMUSG00000002052/ENSMUSG00000021962,C7
GSE2585_CTEC_VS_THYMIC_DC_UP,6,6/590,208/17849,0.8151649974336956,319939/54725/23943/19087/12334/99371,Tns3/Cadm1/Esyt1/Prkar2a/Capn2/Arfgef2,ENSMUSG00000020422/ENSMUSG00000032076/ENSMUSG00000025366/ENSMUSG00000032601/ENSMUSG00000026509/ENSMUSG00000074582,C7
GSE43955_1H_VS_42H_ACT_CD4_TCELL_DN,6,6/590,208/17849,0.8151649974336956,21810/67092/30794/17222/16561/20044,Tgfbi/Gatm/Pdlim4/Anapc1/Kif1b/Rps14,ENSMUSG00000035493/ENSMUSG00000027199/ENSMUSG00000020388/ENSMUSG00000014355/ENSMUSG00000063077/ENSMUSG00000024608,C7
GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_DN,6,6/590,208/17849,0.8151649974336956,12608/268752/105855/16162/67044/20044,Cebpb/Wdfy2/Nckap1l/Il12rb2/Higd2a/Rps14,ENSMUSG00000056501/ENSMUSG00000014547/ENSMUSG00000022488/ENSMUSG00000018341/ENSMUSG00000025868/ENSMUSG00000024608,C7
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_2H_ACT_CD4_TCELL_UP,5,5/590,175/17849,0.8170390021168795,239647/102103/17979/19267/16190,Pced1b/Mtus1/Ncoa3/Ptpre/Il4ra,ENSMUSG00000044250/ENSMUSG00000045636/ENSMUSG00000027678/ENSMUSG00000041836/ENSMUSG00000030748,C7
GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN,5,5/590,175/17849,0.8170390021168795,66082/15925/12874/20969/78304,Abhd6/Ide/Cpd/Sdc1/Naa38,ENSMUSG00000025277/ENSMUSG00000056999/ENSMUSG00000020841/ENSMUSG00000020592/ENSMUSG00000059278,C7
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP,6,6/590,209/17849,0.818983454216482,236539/100434/12334/15566/14155/19941,Phgdh/Slc44a1/Capn2/Htr7/Fem1b/Rpl26,ENSMUSG00000053398/ENSMUSG00000028412/ENSMUSG00000026509/ENSMUSG00000024798/ENSMUSG00000032244/ENSMUSG00000060938,C7
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_DN,6,6/590,209/17849,0.818983454216482,17750/17427/21825/64209/15519/19359,Mt2/Mns1/Thbs1/Herpud1/Hsp90aa1/Rad23b,ENSMUSG00000031762/ENSMUSG00000032221/ENSMUSG00000040152/ENSMUSG00000031770/ENSMUSG00000021270/ENSMUSG00000028426,C7
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP,6,6/590,209/17849,0.818983454216482,238377/320487/140570/66085/56030/78304,Gpr68/Heatr5a/Plxnb2/Eif3f/Tmem131/Naa38,ENSMUSG00000047415/ENSMUSG00000035181/ENSMUSG00000036606/ENSMUSG00000031029/ENSMUSG00000026116/ENSMUSG00000059278,C7
GSE29949_CD8_NEG_DC_SPLEEN_VS_CD8_POS_DC_SPLEEN_DN,6,6/590,209/17849,0.818983454216482,67053/14276/20005/22334/15519/217207,Rpp14/Folr2/Rpl9/Vdac2/Hsp90aa1/Dhx8,ENSMUSG00000023156/ENSMUSG00000032725/ENSMUSG00000047215/ENSMUSG00000021771/ENSMUSG00000021270/ENSMUSG00000034931,C7
GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_DN,6,6/590,209/17849,0.818983454216482,381280/245860/15531/15040/66462/229877,Hjurp/Atg9a/Ndst1/H2-T23/Rex1bd/Rap1gds1,ENSMUSG00000044783/ENSMUSG00000033124/ENSMUSG00000054008/ENSMUSG00000067212/ENSMUSG00000058833/ENSMUSG00000028149,C7
GSE10500_ARTHRITIC_SYNOVIAL_FLUID_VS_HEALTHY_MACROPHAGE_DN,5,5/590,176/17849,0.8200863722364983,19240/212503/228850/13039/28006,Tmsb10/Paox/Ralgapb/Ctsl/Washc2,ENSMUSG00000079523/ENSMUSG00000025464/ENSMUSG00000027652/ENSMUSG00000021477/ENSMUSG00000024104,C7
GSE12366_NAIVE_VS_MEMORY_BCELL_UP,5,5/590,176/17849,0.8200863722364983,13421/52855/230673/19267/16190,Dnase1l3/Lair1/Ipo13/Ptpre/Il4ra,ENSMUSG00000025279/ENSMUSG00000055541/ENSMUSG00000033365/ENSMUSG00000041836/ENSMUSG00000030748,C7
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_DN,5,5/590,176/17849,0.8200863722364983,14276/278304/66059/171212/12561,Folr2/Zfp385c/Krtcap2/Galnt10/Cdh4,ENSMUSG00000032725/ENSMUSG00000014198/ENSMUSG00000042747/ENSMUSG00000020520/ENSMUSG00000000305,C7
GSE25088_CTRL_VS_IL4_STIM_STAT6_KO_MACROPHAGE_DN,5,5/590,176/17849,0.8200863722364983,16570/12925/225845/66431/213027,Kif3c/Crip1/Plaat3/Oxld1/Evi5l,ENSMUSG00000020668/ENSMUSG00000006360/ENSMUSG00000060675/ENSMUSG00000039670/ENSMUSG00000011832,C7
GSE25502_WT_VS_KLF13_KO_THYMIC_MEMORY_LIKE_CD8_TCELL_UP,5,5/590,176/17849,0.8200863722364983,66222/17427/404710/230233/258832,Serpinb1a/Mns1/Iqgap3/Elp1/Olfr109,ENSMUSG00000044734/ENSMUSG00000032221/ENSMUSG00000028068/ENSMUSG00000028431/ENSMUSG00000029184,C7
GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN,5,5/590,176/17849,0.8200863722364983,75345/80885/22151/17748/16168,Slamf7/Hcar2/Tubb2a/Mt1/Il15,ENSMUSG00000038179/ENSMUSG00000045502/ENSMUSG00000058672/ENSMUSG00000031765/ENSMUSG00000031712,C7
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP,5,5/590,176/17849,0.8200863722364983,381217/53890/12874/66526/20044,Fam189a2/Sart3/Cpd/Tceanc2/Rps14,ENSMUSG00000071604/ENSMUSG00000018974/ENSMUSG00000020841/ENSMUSG00000028619/ENSMUSG00000024608,C7
GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP,5,5/590,176/17849,0.8200863722364983,68910/11810/12527/192176/14470,Zfp467/Apobec1/Cd9/Flna/Rabac1,ENSMUSG00000068551/ENSMUSG00000040613/ENSMUSG00000030342/ENSMUSG00000031328/ENSMUSG00000003380,C7
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_UP,6,6/590,210/17849,0.8221415464044722,66610/12774/381280/20846/18518/104401,Abi3/Ccr5/Hjurp/Stat1/Igbp1/Pcnx3,ENSMUSG00000018381/ENSMUSG00000079227/ENSMUSG00000044783/ENSMUSG00000026104/ENSMUSG00000031221/ENSMUSG00000054874,C7
GSE3982_MAC_VS_NKCELL_DN,6,6/590,210/17849,0.8221415464044722,110557/210992/15018/246256/21888/15040,H2-Q6/Lpcat1/H2-Q7/Fcgr4/Tle4/H2-T23,ENSMUSG00000073409/ENSMUSG00000021608/ENSMUSG00000060550/ENSMUSG00000059089/ENSMUSG00000024642/ENSMUSG00000067212,C7
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP,5,5/590,177/17849,0.8240515013076551,14744/13038/12925/246177/12334,Gpr65/Ctsk/Crip1/Myo1g/Capn2,ENSMUSG00000021886/ENSMUSG00000028111/ENSMUSG00000006360/ENSMUSG00000020437/ENSMUSG00000026509,C7
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP,5,5/590,177/17849,0.8240515013076551,66082/14268/21871/16190/13039,Abhd6/Fn1/Atp6v0a2/Il4ra/Ctsl,ENSMUSG00000025277/ENSMUSG00000026193/ENSMUSG00000038023/ENSMUSG00000030748/ENSMUSG00000021477,C7
GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_DN,5,5/590,177/17849,0.8240515013076551,320487/26407/53890/227648/69718,Heatr5a/Map3k4/Sart3/Sec16a/Ipmk,ENSMUSG00000035181/ENSMUSG00000014426/ENSMUSG00000018974/ENSMUSG00000026924/ENSMUSG00000060733,C7
GSE2706_UNSTIM_VS_2H_R848_DC_UP,5,5/590,177/17849,0.8240515013076551,27801/79566/100855/193796/246293,Zdhhc8/Sh3bp5l/Tbc1d14/Kdm4b/Klhl8,ENSMUSG00000060166/ENSMUSG00000013646/ENSMUSG00000029192/ENSMUSG00000024201/ENSMUSG00000029312,C7
GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN,5,5/590,177/17849,0.8240515013076551,17132/16419/76509/67974/26390,Maf/Itgb5/Plet1/Ccny/Mapkbp1,ENSMUSG00000055435/ENSMUSG00000022817/ENSMUSG00000032068/ENSMUSG00000024286/ENSMUSG00000033902,C7
GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN,5,5/590,177/17849,0.8240515013076551,72333/232801/14457/16330/11568,Palld/Lilra5/Gas7/Inpp5b/Aebp1,ENSMUSG00000058056/ENSMUSG00000070873/ENSMUSG00000033066/ENSMUSG00000028894/ENSMUSG00000020473,C7
GSE6875_TCONV_VS_TREG_UP,6,6/590,211/17849,0.8258347777912625,16419/69721/19087/20933/246293/170822,Itgb5/Nkiras1/Prkar2a/Med22/Klhl8/Usp33,ENSMUSG00000022817/ENSMUSG00000021772/ENSMUSG00000032601/ENSMUSG00000015776/ENSMUSG00000029312/ENSMUSG00000025437,C7
GSE11386_NAIVE_VS_MEMORY_BCELL_DN,5,5/590,178/17849,0.8283420863108348,67581/93694/74392/64652/434341,Tbc1d23/Clec2d/Specc1l/Nisch/Nlrc5,ENSMUSG00000022749/ENSMUSG00000030157/ENSMUSG00000033444/ENSMUSG00000021910/ENSMUSG00000074151,C7
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP,5,5/590,178/17849,0.8283420863108348,68659/56222/67974/57266/63955,Gask1b/Cited4/Ccny/Cxcl14/Cables1,ENSMUSG00000027955/ENSMUSG00000070803/ENSMUSG00000024286/ENSMUSG00000021508/ENSMUSG00000040957,C7
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_AND_ROSIGLITAZONE_STIM_UP,5,5/590,178/17849,0.8283420863108348,12654/54725/17913/104718/13001,Chil1/Cadm1/Myo1c/Ttc7b/Csnk2b,ENSMUSG00000064246/ENSMUSG00000032076/ENSMUSG00000017774/ENSMUSG00000033530/ENSMUSG00000024387,C7
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_LYMPHOID_PRIMED_MPP_DN,5,5/590,178/17849,0.8283420863108348,72333/20910/69721/17158/66059,Palld/Stxbp1/Nkiras1/Man2a1/Krtcap2,ENSMUSG00000058056/ENSMUSG00000026797/ENSMUSG00000021772/ENSMUSG00000024085/ENSMUSG00000042747,C7
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD8_TCELL_UP,5,5/590,178/17849,0.8283420863108348,98496/14276/269252/56386/80281,Pid1/Folr2/Gtf3c4/B4galt6/Cttnbp2nl,ENSMUSG00000045658/ENSMUSG00000032725/ENSMUSG00000035666/ENSMUSG00000056124/ENSMUSG00000062127,C7
GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN,6,6/590,212/17849,0.829667053136136,13421/319939/27403/72145/18129/16452,Dnase1l3/Tns3/Abca7/Wdfy3/Notch2/Jak2,ENSMUSG00000025279/ENSMUSG00000020422/ENSMUSG00000035722/ENSMUSG00000043940/ENSMUSG00000027878/ENSMUSG00000024789,C7
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN,5,5/590,179/17849,0.8331641030617088,75345/228765/214854/56417/434341,Slamf7/Sdcbp2/Neurl3/Adar/Nlrc5,ENSMUSG00000038179/ENSMUSG00000027456/ENSMUSG00000047180/ENSMUSG00000027951/ENSMUSG00000074151,C7
GSE27291_0H_VS_6H_STIM_GAMMADELTA_TCELL_DN,5,5/590,179/17849,0.8331641030617088,54219/320487/70564/67899/66521,Cd320/Heatr5a/Prxl2a/Cmc1/Rwdd1,ENSMUSG00000002308/ENSMUSG00000035181/ENSMUSG00000021792/ENSMUSG00000039163/ENSMUSG00000019782,C7
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN,6,6/590,213/17849,0.8338417500489121,76267/77579/18813/246221/50783/19941,Fads1/Myh10/Pa2g4/Mpst/Lsm4/Rpl26,ENSMUSG00000010663/ENSMUSG00000020900/ENSMUSG00000025364/ENSMUSG00000071711/ENSMUSG00000031848/ENSMUSG00000060938,C7
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP,6,6/590,213/17849,0.8338417500489121,14788/11789/17222/18129/19212/68507,Gpr162/Apc/Anapc1/Notch2/Pter/Ppfia4,ENSMUSG00000038390/ENSMUSG00000005871/ENSMUSG00000014355/ENSMUSG00000027878/ENSMUSG00000026730/ENSMUSG00000026458,C7
GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_UP,5,5/590,180/17849,0.8371110835264118,28126/66865/18813/99138/19359,Nop16/Pmpca/Pa2g4/Stard7/Rad23b,ENSMUSG00000025869/ENSMUSG00000026926/ENSMUSG00000025364/ENSMUSG00000027367/ENSMUSG00000028426,C7
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP,5,5/590,180/17849,0.8371110835264118,107182/13135/63955/13039/319930,Btaf1/Dad1/Cables1/Ctsl/Ceacam19,ENSMUSG00000040565/ENSMUSG00000022174/ENSMUSG00000040957/ENSMUSG00000021477/ENSMUSG00000049848,C7
GSE37605_C57BL6_VS_NOD_FOXP3_IRES_GFP_TCONV_UP,5,5/590,180/17849,0.8371110835264118,232975/58205/13421/16330/74533,Atp1a3/Pdcd1lg2/Dnase1l3/Inpp5b/Gzf1,ENSMUSG00000040907/ENSMUSG00000016498/ENSMUSG00000025279/ENSMUSG00000028894/ENSMUSG00000027439,C7
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP,5,5/590,180/17849,0.8371110835264118,72333/20568/11658/258832/70673,Palld/Slpi/Alcam/Olfr109/Prdm16,ENSMUSG00000058056/ENSMUSG00000017002/ENSMUSG00000022636/ENSMUSG00000029184/ENSMUSG00000039410,C7
GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_DN,5,5/590,180/17849,0.8371110835264118,12978/213484/66253/19172/14013,Csf1r/Nudt18/Aig1/Psmb4/Mecom,ENSMUSG00000024621/ENSMUSG00000045211/ENSMUSG00000019806/ENSMUSG00000005779/ENSMUSG00000027684,C7
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN,6,6/590,214/17849,0.8375551867136,54610/319939/16177/381280/16790/67681,Tbc1d8/Tns3/Il1r1/Hjurp/Anpep/Mrpl18,ENSMUSG00000003134/ENSMUSG00000020422/ENSMUSG00000026072/ENSMUSG00000044783/ENSMUSG00000039062/ENSMUSG00000057388,C7
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_UP,5,5/590,181/17849,0.8411878004109073,107182/13135/13001/57266/63955,Btaf1/Dad1/Csnk2b/Cxcl14/Cables1,ENSMUSG00000040565/ENSMUSG00000022174/ENSMUSG00000024387/ENSMUSG00000021508/ENSMUSG00000040957,C7
GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP,5,5/590,181/17849,0.8411878004109073,66102/67974/74302/23807/19303,Cxcl16/Ccny/Mtmr3/Arih2/Pxn,ENSMUSG00000018920/ENSMUSG00000024286/ENSMUSG00000034354/ENSMUSG00000064145/ENSMUSG00000029528,C7
GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_UP,5,5/590,181/17849,0.8411878004109073,235504/11658/17748/17776/16190,Slc17a5/Alcam/Mt1/Mast2/Il4ra,ENSMUSG00000049624/ENSMUSG00000022636/ENSMUSG00000031765/ENSMUSG00000003810/ENSMUSG00000030748,C7
GSE40685_NAIVE_CD4_TCELL_VS_FOXP3_KO_TREG_PRECURSOR_DN,5,5/590,181/17849,0.8411878004109073,70310/54610/66154/494504/67784,Plscr3/Tbc1d8/Tmem14c/Apcdd1/Plxnd1,ENSMUSG00000019461/ENSMUSG00000003134/ENSMUSG00000021361/ENSMUSG00000071847/ENSMUSG00000030123,C7
GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_DN,5,5/590,181/17849,0.8411878004109073,16832/66454/107197/75687/56386,Ldhb/Nmnat1/Uqcc3/Ripor1/B4galt6,ENSMUSG00000030246/ENSMUSG00000028992/ENSMUSG00000071654/ENSMUSG00000038604/ENSMUSG00000056124,C7
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_DN,5,5/590,182/17849,0.8453966302890041,54219/66871/22032/16162/26390,Cd320/Cpne8/Traf4/Il12rb2/Mapkbp1,ENSMUSG00000002308/ENSMUSG00000052560/ENSMUSG00000017386/ENSMUSG00000018341/ENSMUSG00000033902,C7
GSE2706_R848_VS_LPS_2H_STIM_DC_UP,5,5/590,182/17849,0.8453966302890041,18733/232801/100041146/72899/22151,Pirb/Lilra5/Gm15448/Macrod2/Tubb2a,ENSMUSG00000058818/ENSMUSG00000070873/ENSMUSG00000074419/ENSMUSG00000068205/ENSMUSG00000058672,C7
GSE36891_POLYIC_TLR3_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_DN,5,5/590,182/17849,0.8453966302890041,76916/232801/52123/18186/16168,Timmdc1/Lilra5/Agpat5/Nrp1/Il15,ENSMUSG00000002846/ENSMUSG00000070873/ENSMUSG00000031467/ENSMUSG00000025810/ENSMUSG00000031712,C7
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN,5,5/590,182/17849,0.8453966302890041,60504/16004/320158/52123/18263,Il21r/Igf2r/Zmat4/Agpat5/Odc1,ENSMUSG00000030745/ENSMUSG00000023830/ENSMUSG00000037492/ENSMUSG00000031467/ENSMUSG00000011179,C7
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP,5,5/590,182/17849,0.8453966302890041,229521/18186/14904/68953/109934,Syt11/Nrp1/Gtpbp1/Chmp2a/Abr,ENSMUSG00000068923/ENSMUSG00000025810/ENSMUSG00000042535/ENSMUSG00000033916/ENSMUSG00000017631,C7
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN,5,5/590,183/17849,0.8491279452462471,320528/12334/208795/19303/22166,Vps13c/Capn2/Tmem63a/Pxn/Txn1,ENSMUSG00000035284/ENSMUSG00000026509/ENSMUSG00000026519/ENSMUSG00000029528/ENSMUSG00000028367,C7
GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN,5,5/590,183/17849,0.8491279452462471,195046/226791/16790/56455/246256,Nlrp1a/Lyplal1/Anpep/Dynll1/Fcgr4,ENSMUSG00000069830/ENSMUSG00000039246/ENSMUSG00000039062/ENSMUSG00000009013/ENSMUSG00000059089,C7
GSE14415_NATURAL_TREG_VS_FOXP3_KO_NATURAL_TREG_DN,5,5/590,183/17849,0.8491279452462471,16832/20304/67299/20308/69721,Ldhb/Ccl5/Dock7/Ccl9/Nkiras1,ENSMUSG00000030246/ENSMUSG00000035042/ENSMUSG00000028556/ENSMUSG00000019122/ENSMUSG00000021772,C7
GSE17974_0H_VS_1H_IN_VITRO_ACT_CD4_TCELL_DN,5,5/590,183/17849,0.8491279452462471,64095/14744/69721/74533/13039,Gpr35/Gpr65/Nkiras1/Gzf1/Ctsl,ENSMUSG00000026271/ENSMUSG00000021886/ENSMUSG00000021772/ENSMUSG00000027439/ENSMUSG00000021477,C7
